University,Major,Key,Level,Language,Tuition Covered,Accomodation covered?,Living Expense Covered?,Tuition fees to pay,Percentage tuition covered,Original Tuition fee,Start_Month,Start_Year,Accomodation_To_Pay,Expense_To_Pay
Jiangsu University,Foreign Linguistics and Applied Linguistics,Foreign Linguistics and Linguistics,Master,Chinese,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Traffic Engineering,Other Engineering,Master,Chinese,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Agricultural Engineering,Other Engineering,Master,Chinese,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Control Science & Engineering,Other Engineering,Master,Chinese,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Communication and Information Systems,Communication and Information Systems,Master,Chinese,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Software Engineering,Software Engineering,Master,Chinese,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Optical Engineering,Other Engineering,Master,Chinese,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Chemical Engineering & Technology,Chemical Engineering,Master,Chinese,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Applied Economics,Economics,Master,Chinese,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Statistics,Statistics,Master,Chinese,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Accounting,Accounting,Master,Chinese,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Anesthesiology,Anesthesiology,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Biology,Biology,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Optical Engineering,Other Engineering,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Chemistry,Chemistry,Master,Chinese,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Applied Economics,Economics,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Accounting,Accounting,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Management Science and Engineering,Management,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Public Administration,Public Administration,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Ecology,Ecology,Master,Chinese,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Pharmaceutical Science and Engineering ,Pharmacy,Master,Chinese,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Agricultural Engineering,Other Engineering,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Chinese Language and Literature,Chinese Language,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Traffic Engineering,Other Engineering,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Computer Science and Technology,Computer Science,Master,Chinese,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Master of Law ,Law ,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Physics,Physics,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Control Science & Engineering,Other Engineering,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Food Science &  Engineering,Food,Master,Chinese,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Chemical Engineering & Technology,Chemical Engineering,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Mechanics,Mechanics,Master,Chinese,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Mechanical Engineering,Mechanical Engineering,Master,Chinese,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Ecology,Ecology,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Biology,Biology,Master,Chinese,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Pedagogy,Pedagogy,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Statistics,Statistics,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Foreign Languages and Literatures,Foreign Languages and Literatures,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,MBA,Business Administration,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Chemistry,Chemistry,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Clinical Laboratory Diagnostics,Clinical Laboratory Diagnostics,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Mechanics,Mechanics,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Environmental Science and Engineering,Environmental Science,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Materials Science & Engineering,Material Science,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Computer Science and Technology,Computer Science,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Jiangsu University,Mechanical Engineering,Mechanical Engineering,Master,English,20000,0,0,9000,68.96551724,29000,Sep,2019,1000,1000
Zhejiang University of Science and Technology,Intelligent Manufacturing and Control Engineering,Intelligent Manufacturing and Control Engineering,Master,English,23000,1,0,0,100,23000,Sep,2019,0,1000
Zhejiang University of Science and Technology,Chemical Engineering and Technique,Chemical Engineering,Master,Chinese,23000,1,0,0,100,23000,Sep,2019,0,1000
Zhejiang University of Science and Technology,Civil Engineering ,Civil Engineering ,Master,Chinese,23000,1,0,0,100,23000,Sep,2019,0,1000
Zhejiang University of Science and Technology,Engineering Simulation Calculation and Statistics,Other Engineering,Master,Chinese,23000,1,0,0,100,23000,Sep,2019,0,1000
Zhejiang University of Science and Technology,Advanced Manufacturing and Informationization,Advanced Manufacturing and Informationization,Master,Chinese,23000,1,0,0,100,23000,Sep,2019,0,1000
Zhejiang University of Science and Technology,Intelligent Manufacturing and Control Engineering,Other Engineering,Master,Chinese,23000,1,0,0,100,23000,Sep,2019,0,1000
Zhejiang University of Science and Technology,Applied Statistics,Statistics,Master,English,23000,1,0,0,100,23000,Sep,2019,0,1000
Zhejiang University of Science and Technology,Arts,Arts,Master,English,23000,1,0,0,100,23000,Sep,2019,0,1000
Zhejiang University of Science and Technology,International Business,Business,Master,English,23000,1,0,0,100,23000,Sep,2019,0,1000
Zhejiang University of Science and Technology,Mathematics,Mathematics,Master,English,23000,1,0,0,100,23000,Sep,2019,0,1000
Zhejiang University of Science and Technology,Physics,Physics,Master,English,23000,1,0,0,100,23000,Sep,2019,0,1000
Zhejiang University of Science and Technology,Engineering Simulation Calculation and Statistics,Engineering Simulation Calculation and Statistics,Master,English,23000,1,0,0,100,23000,Sep,2019,0,1000
Zhejiang University of Science and Technology,Advanced Manufacturing and Informationization,Advanced Manufacturing and Informationization,Master,English,23000,1,0,0,100,23000,Sep,2019,0,1000
Zhejiang University of Science and Technology,Mechanical Engineering,Mechanical Engineering,Master,English,23000,1,0,0,100,23000,Sep,2019,0,1000
Zhejiang University of Science and Technology,Master of Teaching Chinese to Speakers of Other Language(MTCSOL),Teaching Chinese to Speakers of Other Language,Master,Chinese,23000,1,0,0,100,23000,Sep,2019,0,1000
Zhejiang University of Science and Technology,Automotive Engineering,Other Engineering,Master,Chinese,23000,1,0,0,100,23000,Sep,2019,0,1000
Zhejiang University of Science and Technology,Chemical Engineering and Technique,Chemical Engineering,Master,English,23000,1,0,0,100,23000,Sep,2019,0,1000
Zhejiang University of Science and Technology,Civil Engineering,Civil Engineering,Master,English,23000,1,0,0,100,23000,Sep,2019,0,1000
Zhejiang University of Science and Technology,Physics,Physics,Master,English,23000,0,0,5250,81.4159292,28250,Sep,2019,1500,1000
Zhejiang University of Science and Technology,Mathematics,Mathematics,Master,English,23000,0,0,5250,81.4159292,28250,Sep,2019,1500,1000
Zhejiang University of Science and Technology,International Business,Business,Master,English,23000,0,0,5250,81.4159292,28250,Sep,2019,1500,1000
Zhejiang University of Science and Technology,Applied Statistics,Statistics,Master,English,23000,0,0,5250,81.4159292,28250,Sep,2019,1500,1000
Zhejiang University of Science and Technology,Arts,Arts,Master,English,23000,0,0,5250,81.4159292,28250,Sep,2019,1500,1000
Zhejiang University of Science and Technology,Engineering Simulation Calculation and Statistics,Other Engineering,Master,Chinese,23000,0,0,5250,81.4159292,28250,Sep,2019,1500,1000
Zhejiang University of Science and Technology,Advanced Manufacturing and Informationization,Advanced Manufacturing and Informationization,Master,Chinese,23000,0,0,5250,81.4159292,28250,Sep,2019,1500,1000
Zhejiang University of Science and Technology,Intelligent Manufacturing and Control Engineering,Other Engineering,Master,Chinese,23000,0,0,5250,81.4159292,28250,Sep,2019,1500,1000
Zhejiang University of Science and Technology,Civil Engineering ,Civil Engineering ,Master,Chinese,23000,0,0,5250,81.4159292,28250,Sep,2019,1500,1000
Zhejiang University of Science and Technology,Master of Teaching Chinese to Speakers of Other Language(MTCSOL),Teaching Chinese to Speakers of Other Language,Master,Chinese,23000,0,0,5250,81.4159292,28250,Sep,2019,1500,1000
Zhejiang University of Science and Technology,Chemical Engineering and Technique,Chemical Engineering,Master,Chinese,23000,0,0,5250,81.4159292,28250,Sep,2019,1500,1000
Zhejiang University of Science and Technology,Advanced Manufacturing and Informationization,Advanced Manufacturing and Informationization,Master,English,23000,0,0,5250,81.4159292,28250,Sep,2019,1500,1000
Zhejiang University of Science and Technology,Intelligent Manufacturing and Control Engineering,Other Engineering,Master,English,23000,0,0,5250,81.4159292,28250,Sep,2019,1500,1000
Zhejiang University of Science and Technology,Engineering Simulation Calculation and Statistics,Other Engineering,Master,English,23000,0,0,5250,81.4159292,28250,Sep,2019,1500,1000
Zhejiang University of Science and Technology,Mechanical Engineering,Mechanical Engineering,Master,English,23000,0,0,5250,81.4159292,28250,Sep,2019,1500,1000
Zhejiang University of Science and Technology,Automotive Engineering,Other Engineering,Master,Chinese,23000,0,0,5250,81.4159292,28250,Sep,2019,1500,1000
Zhejiang University of Science and Technology,Civil Engineering,Civil Engineering,Master,English,23000,0,0,5250,81.4159292,28250,Sep,2019,1500,1000
Zhejiang University of Science and Technology,Chemical Engineering and Technique,Chemical Engineering,Master,English,23000,0,0,5250,81.4159292,28250,Sep,2019,1500,1000
Beijing Language and Culture University,MA in International Politics (International Economics),Politics,Master,English,25700,0,0,0,100,25700,Sep,2019,1500,1000
Dongbei University of Finance and Economics,Management Science and Engineering,Management,Master,English,26250,0,0,8750,75,35000,Sep,2019,1550,1000
Dongbei University of Finance and Economics,E-Commerce,E-Commerce,Master,English,26250,0,0,8750,75,35000,Sep,2019,1550,1000
Dongbei University of Finance and Economics, (1+1)Double Master Program in International Business Management,Business,Master,English,26250,0,0,8750,75,35000,Sep,2019,1550,1000
Dongbei University of Finance and Economics,International Trade,International Trade,Master,English,26250,0,0,8750,75,35000,Sep,2019,1550,1000
Dongbei University of Finance and Economics,Tourism Management,Tourism Management,Master,English,26250,0,0,8750,75,35000,Sep,2019,1550,1000
Ningbo University,Food Science,Food Science,Master,English,5000,0,0,21500,18.86792453,26500,Sep,2019,120,1000
Ningbo University,Environmental and Resources Law,Law,Master,English,5000,0,0,21500,18.86792453,26500,Sep,2019,120,1000
Ningbo University,English Linguistics & Literature,English,Master,English,5000,0,0,21500,18.86792453,26500,Sep,2019,120,1000
Ningbo University,German Linguistics and Literature,German,Master,German,5000,0,0,21500,18.86792453,26500,Sep,2019,120,1000
Ningbo University,Master of Art,Art,Master,English,5000,0,0,21500,18.86792453,26500,Sep,2019,120,1000
Ningbo University,International Law,Law,Master,English,5000,0,0,21500,18.86792453,26500,Sep,2019,120,1000
Ningbo University,Marine Biology,Marine Biology,Master,Chinese,5000,0,0,21500,18.86792453,26500,Sep,2019,120,1000
Dongbei University of Finance and Economics,Financial Management,Finance,Master,English,26250,0,0,8750,75,35000,Sep,2019,1550,1000
Ningbo University,Tourism Management,Tourism,Master,English,5000,0,0,21500,18.86792453,26500,Sep,2019,120,1000
Ningbo University,Materials Engineering,Material Science,Master,English,5000,0,0,21500,18.86792453,26500,Sep,2019,120,1000
Ningbo University,Tourism Management,Tourism,Master,English,30000,0,0,2500,92.30769231,32500,Sep,2019,120,1000
Ningbo University,Environmental and Resources Law,Law,Master,English,30000,0,0,2500,92.30769231,32500,Sep,2019,120,1000
Ningbo University,Marine Biology,Marine Biology,Master,Chinese,30000,0,0,2500,92.30769231,32500,Sep,2019,120,1000
Ningbo University,Master of Art,Art,Master,English,30000,0,0,2500,92.30769231,32500,Sep,2019,120,1000
Ningbo University,International Law,Law,Master,English,30000,0,0,2500,92.30769231,32500,Sep,2019,120,1000
Ningbo University,Mechanical Engineering ,Mechanical Engineering ,Master,English,30000,0,0,2500,92.30769231,32500,Sep,2019,120,1000
Ningbo University,Port and Shipping Technology and Management Engineering ,Management,Master,English,30000,0,0,2500,92.30769231,32500,Sep,2019,120,1000
Ningbo University,Materials Engineering,Material Science,Master,English,30000,0,0,2500,92.30769231,32500,Sep,2019,120,1000
Ningbo University,Communication and Information Systems,Communication and Information Systems,Master,English,30000,0,0,2500,92.30769231,32500,Sep,2019,120,1000
Ningbo University,Japanese Linguistics and Literature,Japanese,Master,Japanese,30000,0,0,2500,92.30769231,32500,Sep,2019,120,1000
Ningbo University,Aquatic,Aquatic,Master,English,30000,0,0,2500,92.30769231,32500,Sep,2019,120,1000
Ningbo University,Mechanical Engineering ,Mechanical Engineering ,Master,English,5000,0,0,21500,18.86792453,26500,Sep,2019,120,1000
Ningbo University,Port and Shipping Technology and Management Engineering ,Management,Master,English,5000,0,0,21500,18.86792453,26500,Sep,2019,120,1000
Ningbo University,Japanese Linguistics and Literature,Japanese,Master,Japanese,5000,0,0,21500,18.86792453,26500,Sep,2019,120,1000
Ningbo University,Communication and Information Systems,Communication and Information Systems,Master,English,5000,0,0,21500,18.86792453,26500,Sep,2019,120,1000
Ningbo University,Port and Shipping Technology and Management Engineering ,Management,Master,English,30000,0,0,17000,63.82978723,47000,Sep,2019,120,1000
